id,code,name
l10n_mx_wbl_stcc_products_services_3532,3532,Maquinaria y equipo para minería
l10n_mx_wbl_stcc_products_services_3533,3533,Maquinaria y equipo para campos petroleros
l10n_mx_wbl_stcc_products_services_3537,3537,Camiones y tractores industriales
l10n_mx_wbl_stcc_products_services_354,354,Maquinaria y equipo para metalurgia
l10n_mx_wbl_stcc_products_services_355,355,Maquinaria industrial especial
l10n_mx_wbl_stcc_products_services_356,356,Maquinaria industrial general
l10n_mx_wbl_stcc_products_services_357,357,Equipo de oficina e informática
l10n_mx_wbl_stcc_products_services_358,358,Máquinas de la industria de servicios
l10n_mx_wbl_stcc_products_services_359,359,"Maquinaria no eléctrica, nec"
l10n_mx_wbl_stcc_products_services_36,36,"Maquina eléctrica, equipo y alimentación"
l10n_mx_wbl_stcc_products_services_361,361,Equipo de transmisión y distribución eléctrica
l10n_mx_wbl_stcc_products_services_362,362,Aparatos industriales eléctricos
l10n_mx_wbl_stcc_products_services_363,363,Electrodomésticos
l10n_mx_wbl_stcc_products_services_3631,3631,Equipo de cocina para el hogar
l10n_mx_wbl_stcc_products_services_3632,3632,Refrigeradores y congeladores domésticos
l10n_mx_wbl_stcc_products_services_3633,3633,Equipo de lavandería para el hogar
l10n_mx_wbl_stcc_products_services_364,364,Equipo de iluminación y cableado eléctrico
l10n_mx_wbl_stcc_products_services_365,365,Aparatos de radio y televisión
l10n_mx_wbl_stcc_products_services_366,366,Equipo de comunicación
l10n_mx_wbl_stcc_products_services_367,367,Componentes electrónicos
l10n_mx_wbl_stcc_products_services_369,369,Varios equipos eléctricos
l10n_mx_wbl_stcc_products_services_37,37,Equipo de transporte
l10n_mx_wbl_stcc_products_services_371,371,Vehículos de motor y equipar
l10n_mx_wbl_stcc_products_services_3711,3711,Vehículos de motor ensamblados
l10n_mx_wbl_stcc_products_services_37111,37111,Carros pasajeros
l10n_mx_wbl_stcc_products_services_37112,37112,Camiones tractores y camiones
l10n_mx_wbl_stcc_products_services_37113,37113,"Autocares, asd, departamento de bomberos"
l10n_mx_wbl_stcc_products_services_3712,3712,Carrocerías de turismos
l10n_mx_wbl_stcc_products_services_3713,3713,Carrocerías de camiones y autobuses
l10n_mx_wbl_stcc_products_services_3714,3714,Piezas de vehículos de motor
l10n_mx_wbl_stcc_products_services_37147,37147,Partes de carrocería de vehículos de motor
l10n_mx_wbl_stcc_products_services_3715,3715,Remolques de camiones
l10n_mx_wbl_stcc_products_services_372,372,Aeronaves y piezas
l10n_mx_wbl_stcc_products_services_373,373,Barcos y embarcaciones
l10n_mx_wbl_stcc_products_services_374,374,Equipo de ferrocarril
l10n_mx_wbl_stcc_products_services_37422,37422,Vagones de tren de mercancías
l10n_mx_wbl_stcc_products_services_375,375,"Motocicletas, bicicletas y repuestos"
l10n_mx_wbl_stcc_products_services_376,376,Piezas de vehículos espaciales
l10n_mx_wbl_stcc_products_services_379,379,Transporte misceláneo
l10n_mx_wbl_stcc_products_services_38,38,Instrumentos y artículos ópticos
l10n_mx_wbl_stcc_products_services_381,381,"Instrucción de ingeniería, laboratorio y ciencias"
l10n_mx_wbl_stcc_products_services_382,382,"Manómetros, medidores y controles"
l10n_mx_wbl_stcc_products_services_383,383,Instrumentos ópticos y lentes
l10n_mx_wbl_stcc_products_services_384,384,"Instrucción quirúrgica, médica y dental"
l10n_mx_wbl_stcc_products_services_385,385,Productos oftálmicos u ópticos
l10n_mx_wbl_stcc_products_services_386,386,Equipo y suministros fotográficos
l10n_mx_wbl_stcc_products_services_387,387,"Relojes, relojes, dispositivos y piezas"
l10n_mx_wbl_stcc_products_services_39,39,Productos de fabricación misceláneos
l10n_mx_wbl_stcc_products_services_391,391,"Joyas, platería y baño"
l10n_mx_wbl_stcc_products_services_393,393,Instrumentos musicales y partes
l10n_mx_wbl_stcc_products_services_394,394,"Juguetes, diversión y equipamiento deportivo"
l10n_mx_wbl_stcc_products_services_3949,3949,Artículos deportivos y deportivos
l10n_mx_wbl_stcc_products_services_395,395,"Bolígrafos, lápices y matl de oficina"
l10n_mx_wbl_stcc_products_services_396,396,"Bisutería, novedades"
l10n_mx_wbl_stcc_products_services_399,399,Productos manufacturados misceláneos
l10n_mx_wbl_stcc_products_services_40,40,Materiales de desecho y desecho
l10n_mx_wbl_stcc_products_services_401,401,Despojos mortales
l10n_mx_wbl_stcc_products_services_402,402,"Desperdicios y desechos, excepto cenizas"
l10n_mx_wbl_stcc_products_services_4021,4021,"Chatarra, desechos y relaves de metal"
l10n_mx_wbl_stcc_products_services_40211,40211,"Desechos, desechos de hierro y acero"
l10n_mx_wbl_stcc_products_services_4022,4022,Desechos y desechos textiles
l10n_mx_wbl_stcc_products_services_4024,4024,Desechos y desperdicios de papel
l10n_mx_wbl_stcc_products_services_4026,4026,Residuos y desechos de caucho y plástico
l10n_mx_wbl_stcc_products_services_41,41,Envíos de carga misceláneos
l10n_mx_wbl_stcc_products_services_411,411,Envíos de carga misceláneos
l10n_mx_wbl_stcc_products_services_41111,41111,Conjuntos o kits
l10n_mx_wbl_stcc_products_services_41114,41114,"Artículos, usados, excl códigos"
l10n_mx_wbl_stcc_products_services_41115,41115,"Artículos, usados, rtd para reparación"
l10n_mx_wbl_stcc_products_services_412,412,Productos varios
l10n_mx_wbl_stcc_products_services_42,42,Contenedores y remolques vacíos
l10n_mx_wbl_stcc_products_services_421,421,Envases vacíos nonrev
l10n_mx_wbl_stcc_products_services_422,422,Remolques vacíos
l10n_mx_wbl_stcc_products_services_423,423,Ingresos remolques vacíos
l10n_mx_wbl_stcc_products_services_44,44,Tráfico de transporte de carga
l10n_mx_wbl_stcc_products_services_441,441,Tráfico de transitarios
l10n_mx_wbl_stcc_products_services_45,45,Transporte asociado o tráfico similar
l10n_mx_wbl_stcc_products_services_451,451,Remitente de tráfico
l10n_mx_wbl_stcc_products_services_46,46,Envíos mixtos misceláneos
l10n_mx_wbl_stcc_products_services_461,461,Envíos mixtos misceláneos
l10n_mx_wbl_stcc_products_services_462,462,"Envíos varios mixtos, 2 productos"
l10n_mx_wbl_stcc_products_services_48,48,Residuos peligrosos
